invoice_id,buyer_id,quantity,total_price,transaction_created_at
3247356,225277,4,66500.0,2020-05-10 15:31:21
6620879,229856,2,310800.0,2020-10-21 15:21:41
1136416,108475,7,2030000.0,2019-10-16 08:30:17
2996417,125953,1,172000.0,2020-04-13 19:53:01
2287482,196698,2,19000.0,2020-02-08 16:54:32
524701,144658,7,388000.0,2019-07-21 15:00:42
1196382,35343,3,759100.0,2019-10-24 10:26:03
4847769,257722,15,307600.0,2020-08-11 06:13:19
1179414,2960,4,1046000.0,2019-10-22 09:09:38
1314065,11158,24,3612000.0,2019-11-06 23:14:59
5324117,93783,5,1286200.0,2020-09-01 11:35:24
6339371,124442,10,1651500.0,2020-10-11 09:26:11
2820292,57567,22,845700.0,2020-03-25 22:59:32
4086829,116986,9,964900.0,2020-07-07 09:54:40
2088021,221530,3,60800.0,2020-01-21 08:56:08
2564671,146579,8,387900.0,2020-02-29 18:45:56
5319117,55788,1,165700.0,2020-09-01 09:11:04
1657866,158619,1,29450000.0,2019-12-11 14:06:34
4914650,186536,21,419700.0,2020-08-13 16:38:17
4454036,146258,7,459900.0,2020-07-23 20:03:29
548735,132441,24,5747500.0,2019-07-24 20:03:07
3627928,258572,6,790500.0,2020-06-11 19:15:37
3982078,52313,7,537250.0,2020-07-01 22:17:17
5528984,23626,3,358250.0,2020-09-10 14:02:37
4786911,121059,45,5627400.0,2020-08-07 23:35:21
6244322,180899,25,1035100.0,2020-10-07 17:33:53
3429110,243987,22,760050.0,2020-05-28 05:29:34
5644302,1134355,2,656500.0,2020-09-15 17:06:54
5144857,34696,7,1093500.0,2020-08-24 10:40:47
5888228,87621,14,1143750.0,2020-09-25 05:52:56
6974528,59832,21,4217400.0,2020-11-04 05:23:48
2880315,221183,13,1672000.0,2020-04-01 10:19:29
3485041,127792,10,2077000.0,2020-06-02 06:56:31
5149305,32865,6,7107000.0,2020-08-24 13:01:52
1008481,4685,20,1276650.0,2019-09-28 06:44:24
5631526,39408,8,500400.0,2020-09-15 10:08:17
5501600,7691,5,1080000.0,2020-09-09 11:36:33
767945,44811,15,1516500.0,2019-08-24 07:39:28
5590439,28366,1,442000.0,2020-09-13 13:08:19
6132690,172700,28,1248200.0,2020-10-03 14:29:24
33547,5427,16,1006500.0,2019-02-28 10:42:52
5064270,70185,14,2132250.0,2020-08-20 12:37:00
1033269,123854,13,3465400.0,2019-10-01 14:07:14
6306597,245284,5,630750.0,2020-10-09 18:38:12
1006555,67717,9,13021000.0,2019-09-27 16:41:25
3796938,978651,1,11000.0,2020-06-22 10:26:00
6175074,102755,3,1344500.0,2020-10-05 12:52:53
6216532,215691,6,1989000.0,2020-10-06 20:38:18
5850362,72728,17,2102500.0,2020-09-23 17:24:32
3907271,253974,5,112700.0,2020-06-27 22:27:24
7229421,233944,12,1115000.0,2020-11-13 10:18:27
5869795,182663,10,582950.0,2020-09-24 11:55:30
3506235,240338,5,318300.0,2020-06-03 13:38:42
2183490,107581,9,624400.0,2020-01-30 12:33:27
2791458,18607,1,110400.0,2020-03-23 07:58:34
1751049,198901,4,66350.0,2019-12-18 18:39:31
1720667,93905,6,1653250.0,2019-12-16 08:17:52
7226078,21453,9,347500.0,2020-11-13 09:06:37
6065287,73138,3,225330.0,2020-10-01 10:59:58
1377747,150575,10,2210500.0,2019-11-14 10:50:35
367288,78293,9,662200.0,2019-06-26 09:29:23
7171014,1360992,1,1430000.0,2020-11-11 10:33:28
831091,73203,21,1475150.0,2019-09-02 08:41:18
3986465,115415,12,438400.0,2020-07-02 08:48:29
338527,61588,12,747467.0,2019-06-19 09:35:08
3049825,43248,9,667600.0,2020-04-19 10:18:56
1058831,58081,4,5562500.0,2019-10-05 08:12:29
2206263,199232,3,52065.0,2020-02-01 14:57:31
5160594,22367,33,2648500.0,2020-08-24 22:33:25
6490074,173233,18,1203500.0,2020-10-16 14:38:35
1919038,219978,2,133000.0,2020-01-04 15:02:52
4951888,109577,2,733000.0,2020-08-15 10:06:44
6698456,32034,1,220500.0,2020-10-24 10:53:06
949723,162304,7,1274000.0,2019-09-19 16:15:31
3524845,80803,6,1119500.0,2020-06-04 19:03:10
1354982,32399,14,985840.0,2019-11-12 04:35:33
2282885,173360,10,334800.0,2020-02-08 11:00:34
7160985,5450,3,475000.0,2020-11-11 06:07:22
5953255,1133261,6,1825000.0,2020-09-27 14:31:05
4714638,27583,5,1036850.0,2020-08-04 21:25:20
3770041,1107851,15,1755650.0,2020-06-20 12:29:44
6388843,35812,1,48500.0,2020-10-13 08:48:52
5518473,119593,19,3667500.0,2020-09-10 08:20:49
2940833,187720,4,734000.0,2020-04-07 19:28:37
427154,84352,10,640100.0,2019-07-07 09:33:28
4267854,169190,9,1189500.0,2020-07-15 15:17:38
2689923,220439,2,100000.0,2020-03-12 23:09:30
7152669,52934,2,590000.0,2020-11-10 16:07:52
3467358,93423,20,2510000.0,2020-05-31 10:42:27
4858706,71116,4,678000.0,2020-08-11 11:59:40
1249145,96922,15,1581000.0,2019-10-29 16:39:00
2093898,180727,4,783650.0,2020-01-21 16:56:06
862542,85144,17,5342500.0,2019-09-06 08:01:00
2752233,72186,11,2933650.0,2020-03-18 21:48:42
1073790,104331,12,1877500.0,2019-10-07 12:03:21
541655,240,35,5212600.0,2019-07-23 22:21:36
1623355,86304,6,677000.0,2019-12-08 10:16:06
144178,51000,11,2238650.0,2019-04-22 10:59:43
470047,47543,6,109100.0,2019-07-13 14:40:18
6805521,47800,2,381500.0,2020-10-28 11:41:47
5544896,122983,4,867000.0,2020-09-11 09:28:57
2791534,7970,25,1730400.0,2020-03-23 08:02:42
6991806,112421,7,1194750.0,2020-11-04 14:04:52
6740277,233424,3,533500.0,2020-10-26 10:32:23
2557849,94963,10,1146000.0,2020-02-29 09:46:54
1778062,125822,2,370500.0,2019-12-21 09:33:10
4228350,71051,12,4186975.0,2020-07-14 06:53:34
6484156,30430,4,366000.0,2020-10-16 11:38:05
5663109,191854,4,87100.0,2020-09-16 13:16:13
1621482,143340,77,3901300.0,2019-12-08 06:27:47
5149448,228904,31,4744600.0,2020-08-24 13:07:24
7175699,12971,6,510000.0,2020-11-11 12:30:11
978025,45739,1,24000.0,2019-09-23 23:45:25
2529894,171224,45,1227750.0,2020-02-27 04:43:37
3492700,1103759,2,266200.0,2020-06-02 14:00:39
6053880,94335,35,43047000.0,2020-09-30 23:50:40
617724,129034,7,88200.0,2019-08-03 12:41:45
5147822,85329,5,543800.0,2020-08-24 12:07:43
3151861,208135,17,2030000.0,2020-04-30 11:22:57
6623126,71081,1,220000.0,2020-10-21 16:28:03
2859201,119533,7,1249000.0,2020-03-30 09:42:42
595019,151961,18,1767250.0,2019-07-31 13:12:50
112392,57418,1,311500.0,2019-04-12 11:08:58
4850181,26280,3,2377000.0,2020-08-11 08:10:00
5197679,98155,53,2689058.0,2020-08-26 13:11:07
2891956,190590,8,558050.0,2020-04-02 14:25:59
1596797,112146,9,2454500.0,2019-12-05 14:45:25
3664789,48085,7,1334000.0,2020-06-14 12:11:11
4289935,1108556,4,66550.0,2020-07-16 13:46:00
4059873,160620,15,1117875.0,2020-07-06 07:53:01
6822713,179393,10,814500.0,2020-10-29 05:57:28
1568477,129711,24,993600.0,2019-12-03 06:04:29
1777970,166051,9,463000.0,2019-12-21 09:27:57
5029921,183168,5,434000.0,2020-08-19 07:40:55
2862831,238112,4,266100.0,2020-03-30 13:36:20
5327902,1120561,4,63900.0,2020-09-01 13:48:15
1617810,116492,19,1010500.0,2019-12-07 14:43:47
1677746,81597,5,316650.0,2019-12-12 11:54:25
1271444,80438,7,2242000.0,2019-11-01 14:07:34
6967567,233137,21,4086000.0,2020-11-03 15:41:23
6341316,73453,6,606000.0,2020-10-11 10:55:25
1947751,73921,20,3039750.0,2020-01-07 16:24:31
6044116,1408653,16,1338515.0,2020-09-30 15:42:50
1264956,43549,6,2504000.0,2019-10-31 16:29:03
2939892,226223,11,589300.0,2020-04-07 16:39:47
736157,140950,9,1187750.0,2019-08-19 18:40:19
1514344,149852,18,1021600.0,2019-11-27 20:12:41
4054295,128157,17,615300.0,2020-07-05 17:28:19
1650586,204668,3,49950.0,2019-12-10 20:17:45
1019965,127644,30,9439500.0,2019-09-29 21:23:07
4140459,104154,3,298400.0,2020-07-09 15:30:34
3822171,5076,4,428100.0,2020-06-23 13:39:07
6698043,1115595,5,73600.0,2020-10-24 10:42:49
5283725,1118533,27,1569400.0,2020-08-30 15:32:34
5574115,116162,11,3029900.0,2020-09-12 12:12:33
7279475,1241037,10,366701.0,2020-11-15 10:35:04
4436095,1103520,4,66550.0,2020-07-23 08:52:19
4985635,96799,10,1773500.0,2020-08-17 08:47:29
3794205,152623,5,615000.0,2020-06-22 09:02:43
6391012,111334,9,1022500.0,2020-10-13 09:35:03
6905325,69885,15,1905000.0,2020-11-01 10:24:42
5801263,4750,9,1043275.0,2020-09-22 08:28:31
1937802,33898,10,830150.0,2020-01-06 17:09:40
344289,45463,11,3639500.0,2019-06-20 12:58:33
2968204,53546,1,110000.0,2020-04-10 18:21:24
5130644,148250,5,780000.0,2020-08-23 15:17:30
5803340,98640,1,215000.0,2020-09-22 09:21:29
73225,4656,13,769629.0,2019-03-29 20:59:46
2144094,111978,61,4447450.0,2020-01-26 23:47:04
6012251,82981,1,159000.0,2020-09-29 15:27:20
3609709,171328,23,1613200.0,2020-06-10 15:52:36
7074368,245335,11,156590.0,2020-11-07 14:00:20
2121926,210028,27,26628000.0,2020-01-24 10:17:08
2511659,203464,12,556629.0,2020-02-25 14:43:34
751829,94059,19,1219500.0,2019-08-21 19:40:37
510017,34263,12,338500.0,2019-07-19 09:45:21
107371,25574,2,426000.0,2019-04-11 07:47:08
4329448,204100,1,86600.0,2020-07-18 09:31:46
6287745,145353,7,1906000.0,2020-10-09 09:09:18
5410736,64026,23,5607500.0,2020-09-05 07:09:59
7005330,96800,12,2344100.0,2020-11-05 07:27:46
6792817,157701,15,5133500.0,2020-10-28 06:35:32
1746328,152084,11,1750500.0,2019-12-18 11:40:20
5092287,194714,9,350900.0,2020-08-21 15:48:25
2342290,218162,4,1017000.0,2020-02-13 09:39:09
1652400,83122,10,4964000.0,2019-12-11 07:33:57
7007035,8011,13,1421750.0,2020-11-05 08:18:45
2558493,128340,2,319500.0,2020-02-29 10:24:41
4106044,238512,22,425900.0,2020-07-08 08:34:51
2077918,126091,3,5137500.0,2020-01-20 09:49:42
6555575,139864,9,267700.0,2020-10-19 12:08:19
5391770,161960,46,1856050.0,2020-09-04 09:25:48
5314468,104731,18,1113550.0,2020-09-01 06:20:48
5771381,175172,4,595400.0,2020-09-21 08:29:29
5498627,103271,9,1200200.0,2020-09-09 10:08:06
2284041,190146,3,765000.0,2020-02-08 12:17:46
5753480,15566,12,618500.0,2020-09-20 07:50:35
3027366,168269,21,548600.0,2020-04-16 21:23:57
922146,172845,2,323500.0,2019-09-15 19:21:27
1724714,116438,6,220500.0,2019-12-16 12:14:25
2122038,222551,3,60800.0,2020-01-24 10:25:23
7185229,512,28,1035450.0,2020-11-11 17:45:32
687796,110604,20,4510500.0,2019-08-13 14:03:33
7139104,655509,16,547500.0,2020-11-10 09:55:42
3269008,15613,24,1841450.0,2020-05-12 12:41:49
2229003,225199,1,277500.0,2020-02-03 19:23:13
4837800,1190785,6,8244500.0,2020-08-10 13:58:46
3768656,184111,1,80000.0,2020-06-20 11:22:17
5627674,144616,4,363000.0,2020-09-15 08:25:46
3670602,252398,6,455350.0,2020-06-15 05:05:53
1893848,156702,27,4598500.0,2020-01-02 08:22:13
5503422,216928,4,69250.0,2020-09-09 12:43:18
7042891,1117373,5,73600.0,2020-11-06 11:20:36
4899610,11001,7,1229300.0,2020-08-13 08:09:59
838330,86448,165,17979650.0,2019-09-03 06:48:36
3168188,254719,8,573200.0,2020-05-02 08:56:32
2915445,80410,7,558900.0,2020-04-05 08:19:36
5178605,1190640,3,539050.0,2020-08-25 15:48:17
7068164,44644,10,590000.0,2020-11-07 10:26:00
5196678,109181,29,3014000.0,2020-08-26 12:31:59
7225626,32564,60,16197000.0,2020-11-13 08:56:34
3777659,262256,12,622300.0,2020-06-20 21:08:05
5220595,3103,10,835500.0,2020-08-27 12:58:40
6775774,127051,17,2016996.0,2020-10-27 12:17:14
7034086,49426,1,106000.0,2020-11-06 07:44:44
4516331,93692,2,595000.0,2020-07-27 00:44:54
1021590,39166,16,1331750.0,2019-09-30 08:06:00
714789,89835,8,1984000.0,2019-08-16 11:52:10
2064688,207339,2,3149100.0,2020-01-18 16:02:40
5294293,64519,13,1201950.0,2020-08-31 09:11:35
1498362,163972,49,14748900.0,2019-11-26 12:52:12
2739615,80005,1,27650.0,2020-03-17 16:35:15
7326092,6322,6,682000.0,2020-11-17 08:30:46
3150693,72497,8,17573500.0,2020-04-30 10:09:36
4108523,25906,19,655850.0,2020-07-08 09:43:12
490733,142885,1,305000.0,2019-07-16 17:06:07
1948088,175770,3,84000.0,2020-01-07 16:56:25
3460056,111577,22,5808100.0,2020-05-30 12:22:56
1122657,152991,19,2716500.0,2019-10-14 11:03:46
6957789,36450,10,778400.0,2020-11-03 11:00:46
1978846,194166,4,1492000.0,2020-01-10 17:51:37
44774,2136,2,981000.0,2019-03-13 11:35:08
2718158,203390,5,292000.0,2020-03-15 20:43:03
3740085,200866,7,696250.0,2020-06-18 17:20:05
1514922,124210,8,956500.0,2019-11-27 21:45:43
6835248,1117207,5,73600.0,2020-10-29 12:53:01
7013529,82899,8,1108000.0,2020-11-05 10:57:08
587815,135065,15,1622450.0,2019-07-30 13:51:22
4888815,99312,8,1685000.0,2020-08-12 15:50:17
4698515,151078,16,1380600.0,2020-08-04 10:07:54
5177892,268929,4,63900.0,2020-08-25 15:21:16
3922565,24677,6,1405500.0,2020-06-29 08:11:53
1194219,174349,8,829500.0,2019-10-24 07:29:08
2262799,76871,10,4224500.0,2020-02-06 16:19:14
6181363,22442,2,529000.0,2020-10-05 16:04:34
6629130,121944,8,4795000.0,2020-10-21 22:03:05
5669858,237811,38,2056600.0,2020-09-16 17:09:39
3907712,255083,4,521500.0,2020-06-28 05:41:09
1851264,86105,17,1447300.0,2019-12-28 09:53:31
1783641,16340,2,1880000.0,2019-12-21 16:25:44
829083,141776,7,1062500.0,2019-09-01 21:32:58
5636255,109889,3,364750.0,2020-09-15 12:22:55
6571807,6900,10,1212100.0,2020-10-20 06:18:02
1667504,87683,7,1086200.0,2019-12-12 08:07:15
1311925,140313,10,1314700.0,2019-11-06 16:12:22
2353481,76032,20,1212250.0,2020-02-14 08:52:00
4015938,153450,14,5610000.0,2020-07-03 13:27:31
5905519,56441,9,126050.0,2020-09-25 14:33:42
7318449,176181,3,793000.0,2020-11-16 20:06:34
841258,116798,16,1228400.0,2019-09-03 11:01:07
3886866,125545,8,614700.0,2020-06-26 18:05:32
5720596,50107,12,1759850.0,2020-09-18 15:35:35
3770808,108475,1,660000.0,2020-06-20 13:05:00
4480945,136133,13,368850.0,2020-07-24 23:33:17
553459,112909,10,3298500.0,2019-07-25 13:18:27
3658320,109301,15,1568000.0,2020-06-13 17:53:17
445237,138712,5,938000.0,2019-07-10 08:10:45
5429400,108249,11,4126000.0,2020-09-05 23:45:02
4934350,4916,31,3377450.0,2020-08-14 14:14:02
4164961,83449,5,1093000.0,2020-07-10 17:38:05
1651253,147762,16,421550.0,2019-12-10 23:03:16
219360,17268,32,877000.0,2019-05-14 07:34:58
5984999,23335,2,190500.0,2020-09-28 17:32:58
4318137,260686,7,121700.0,2020-07-17 16:45:20
2901286,199348,1,220200.0,2020-04-03 14:18:29
3557916,45785,14,1567710.0,2020-06-07 08:40:30
6974579,148082,5,1776000.0,2020-11-04 05:29:00
4537127,76414,11,5583660.0,2020-07-27 16:48:13
7035412,1067813,4,587000.0,2020-11-06 08:21:44
5143499,174596,13,1526000.0,2020-08-24 10:01:18
3474434,122936,15,1592200.0,2020-06-01 08:33:09
4866339,97787,5,299000.0,2020-08-11 17:02:16
371200,88993,20,435350.0,2019-06-27 07:15:21
3913958,128157,7,208400.0,2020-06-28 13:33:37
1406433,138859,28,15050900.0,2019-11-17 12:15:02
1955534,60071,6,685265.0,2020-01-08 12:28:54
3225991,132994,28,540300.0,2020-05-08 10:59:53
351396,7710,1,1620000.0,2019-06-22 10:00:11
6723253,268636,12,657200.0,2020-10-25 15:38:50
2820809,18674,44,9177000.0,2020-03-26 06:35:10
392601,24182,1,222000.0,2019-07-01 14:41:12
5609016,1115004,4,63950.0,2020-09-14 11:52:19
2064183,221057,2,53000.0,2020-01-18 15:15:24
2776108,236665,2,394300.0,2020-03-21 10:11:32
5498927,111421,3,805000.0,2020-09-09 10:17:05
132865,4700,5,220850.0,2019-04-18 13:25:25
929434,158060,12,3260250.0,2019-09-16 17:54:51
311639,91308,2,49600.0,2019-06-11 07:48:04
2432710,219931,48,2309500.0,2020-02-20 09:44:17
4681253,1096223,4,66550.0,2020-08-03 13:54:59
6491598,1118065,3,97600.0,2020-10-16 15:24:13
1864230,194459,9,1846000.0,2019-12-29 16:32:06
3917961,116373,1,176000.0,2020-06-28 20:01:33
3512845,12941,19,2521500.0,2020-06-04 07:24:11
5991339,1296073,7,1119000.0,2020-09-29 00:53:44
3719488,1120172,18,2799787.0,2020-06-17 15:37:41
2637959,186507,20,4056000.0,2020-03-07 22:35:52
2819430,70477,6,337500.0,2020-03-25 19:16:49
6503798,95756,16,1654750.0,2020-10-17 08:01:47
7204996,380357,1,160000.0,2020-11-12 12:35:57
1419428,165328,11,1485500.0,2019-11-18 17:59:27
4440329,58056,12,1117800.0,2020-07-23 10:49:57
559664,22542,11,1004700.0,2019-07-26 12:36:19
1758956,29502,14,467300.0,2019-12-19 13:35:47
1371807,50604,13,2403500.0,2019-11-13 16:26:58
5108372,1098589,4,63900.0,2020-08-22 10:41:37
2871267,224727,6,373160.0,2020-03-31 11:27:56
1457979,190761,11,5098400.0,2019-11-22 10:48:57
6076693,10784,2,235500.0,2020-10-01 16:27:57
4497433,32259,3,520750.0,2020-07-25 15:58:30
6480926,93862,1,208500.0,2020-10-16 10:16:51
2097281,208078,3,9530500.0,2020-01-22 07:17:49
4404305,1114918,4,66550.0,2020-07-21 19:42:01
3183309,1815,41,1841950.0,2020-05-04 07:59:20
6338453,48497,15,1002800.0,2020-10-11 08:39:05
3538144,93280,14,800500.0,2020-06-05 16:18:10
55086,58236,8,1438750.0,2019-03-21 08:23:24
2887651,175715,9,1456000.0,2020-04-02 07:40:04
2538253,205504,3,52400.0,2020-02-27 16:00:44
5723969,122762,6,1001000.0,2020-09-18 17:52:22
6990152,120940,13,553200.0,2020-11-04 13:12:16
1687891,150518,7,119300.0,2019-12-12 17:46:24
2758840,42908,2,107250.0,2020-03-19 13:48:16
1810607,180164,3,308500.0,2019-12-24 10:30:15
1558750,106876,5,403000.0,2019-12-02 08:31:43
3267298,103271,4,1012600.0,2020-05-12 10:59:17
2046557,326,20,1515700.0,2020-01-17 12:19:16
1553226,61239,6,707950.0,2019-12-01 13:18:16
1443740,155261,26,13202500.0,2019-11-20 22:36:16
3903265,251898,10,407500.0,2020-06-27 15:32:07
1802620,47368,3,242500.0,2019-12-23 14:56:29
2847441,600,27,2200000.0,2020-03-28 16:43:16
1395568,198314,3,60282.0,2019-11-16 09:06:46
6941818,103174,6,518000.0,2020-11-02 18:00:57
3958330,1120576,17,384100.0,2020-06-30 19:49:20
1403893,19829,8,861650.0,2019-11-17 08:10:59
6480684,116679,8,2964250.0,2020-10-16 10:11:30
2928770,160682,18,1035500.0,2020-04-06 14:49:27
5455759,37292,14,1799500.0,2020-09-07 12:37:06
44716,57932,2,10800.0,2019-03-13 11:08:30
2472478,151365,5,484000.0,2020-02-22 14:12:56
5785906,169870,4,458500.0,2020-09-21 14:42:33
5380175,37569,1,650000.0,2020-09-03 16:06:38
5925710,226756,5,3111500.0,2020-09-26 09:52:52
3838519,247444,6,371825.0,2020-06-24 11:03:47
3032593,209349,9,421500.0,2020-04-17 12:26:24
2909378,3287,34,2419813.0,2020-04-04 11:34:09
3275879,242540,7,372500.0,2020-05-13 08:05:45
3214466,86944,10,2760000.0,2020-05-07 08:39:24
5685422,126927,7,1857100.0,2020-09-17 10:54:40
7287057,248067,2,366500.0,2020-11-15 18:15:58
3035415,95440,16,4841000.0,2020-04-17 16:52:39
6720732,255518,9,869700.0,2020-10-25 13:01:51
4540452,77218,2,238500.0,2020-07-27 20:27:47
5398459,237525,1,111500.0,2020-09-04 13:13:11
6621598,1112673,5,73600.0,2020-10-21 15:44:17
3777722,61595,8,293300.0,2020-06-20 21:19:18
1053550,71682,18,2068050.0,2019-10-04 10:44:01
5023664,200095,2,342000.0,2020-08-18 19:02:03
3613490,234221,8,529200.0,2020-06-10 22:35:27
3216183,49154,20,3265600.0,2020-05-07 10:33:29
612336,2502,5,498000.0,2019-08-02 16:42:09
4275776,136421,28,1143850.0,2020-07-16 06:08:49
2668786,77381,24,2030800.0,2020-03-11 06:41:37
5142612,151190,2,140100.0,2020-08-24 09:39:05
6422237,144285,13,6039500.0,2020-10-14 10:19:51
3623339,10367,6,359093.0,2020-06-11 13:42:21
6772956,109038,6,439000.0,2020-10-27 11:08:51
7255687,46943,22,2581650.0,2020-11-14 09:15:12
5790706,114321,9,1922050.0,2020-09-21 17:14:05
3512663,107152,5,665000.0,2020-06-04 07:09:34
505675,28774,1,214500.0,2019-07-18 14:58:25
524474,104268,6,425500.0,2019-07-21 14:05:52
764731,6496,1,428000.0,2019-08-23 14:18:06
5120626,47168,33,817700.0,2020-08-22 20:32:35
2902876,1909,28,3087600.0,2020-04-03 16:41:47
614054,794,6,760800.0,2019-08-03 06:43:55
6096443,122407,6,710000.0,2020-10-02 10:54:50
2138183,31871,6,706000.0,2020-01-26 08:49:40
2020407,138201,12,315900.0,2020-01-15 06:23:01
4865352,93729,15,1154450.0,2020-08-11 16:11:56
3749903,12935,6,1484500.0,2020-06-19 10:42:37
1426844,155352,23,28790500.0,2019-11-19 12:58:37
1922237,195066,2,213600.0,2020-01-04 22:47:42
3250960,221430,1,424800.0,2020-05-11 07:17:13
6155892,1241040,11,764100.0,2020-10-04 20:27:22
460324,106875,6,728500.0,2019-07-12 08:52:43
1392102,106542,15,1437900.0,2019-11-15 19:30:08
4389685,1122600,4,308075.0,2020-07-21 10:11:32
2963995,3726,16,54024000.0,2020-04-10 10:28:28
1100127,179577,7,1180000.0,2019-10-10 22:26:45
391619,10669,4,585000.0,2019-07-01 12:51:19
6161615,93600,3,562500.0,2020-10-05 07:43:43
232776,131148,15,496500.0,2019-05-17 11:02:22
6162760,25397,20,4125000.0,2020-10-05 08:11:15
3648781,160682,32,1460000.0,2020-06-13 08:57:12
306865,50730,11,1452600.0,2019-06-08 15:58:31
5045646,1111081,4,63900.0,2020-08-19 15:19:26
6063301,165726,8,465300.0,2020-10-01 10:15:55
541205,106778,6,294500.0,2019-07-23 19:37:26
2573095,1956,24,3342050.0,2020-03-01 22:28:56
956276,86548,8,411700.0,2019-09-20 16:03:50
3865731,149425,11,737500.0,2020-06-25 16:24:20
3635531,20695,5,961500.0,2020-06-12 10:43:03
3766137,8122,3,429500.0,2020-06-20 09:46:38
2985342,24563,4,717500.0,2020-04-12 19:35:01
3380655,55250,12,1590000.0,2020-05-21 13:37:22
2740219,58583,7,311350.0,2020-03-17 17:44:06
6670530,8035,9,7779600.0,2020-10-23 11:16:05
2734920,38302,3,276500.0,2020-03-17 10:32:13
2287426,227338,1,880000.0,2020-02-08 16:48:51
6111685,1180222,7,439400.0,2020-10-02 19:08:11
4116743,257188,14,1736000.0,2020-07-08 14:33:00
5720694,111935,7,981500.0,2020-09-18 15:38:25
586855,69158,6,1495400.0,2019-07-30 12:06:30
6667833,1125754,4,5555000.0,2020-10-23 10:10:05
5187228,127873,13,2071300.0,2020-08-26 07:39:51
492911,90877,6,296600.0,2019-07-17 08:23:46
2267210,115390,12,636100.0,2020-02-07 07:22:53
596321,149802,1,33000.0,2019-07-31 15:33:39
2648141,63842,11,401100.0,2020-03-09 09:05:59
2845896,172097,12,800600.0,2020-03-28 14:08:56
5748271,230421,4,247800.0,2020-09-19 17:46:19
1072250,84018,12,3933500.0,2019-10-07 09:50:47
206933,8269,12,2956500.0,2019-05-09 19:02:27
4269453,1120235,1,4423200.0,2020-07-15 16:18:19
3720125,174259,2,133835.0,2020-06-17 16:08:40
3428895,261275,34,13028500.0,2020-05-28 01:55:10
172818,4845,6,470050.0,2019-04-30 10:40:22
6191158,659972,7,1777500.0,2020-10-06 06:42:02
3090138,32170,43,1567450.0,2020-04-23 10:54:39
1088956,26953,9,963000.0,2019-10-09 11:44:15
5076268,36306,2,20000.0,2020-08-21 07:14:55
6052939,18607,2,349000.0,2020-09-30 22:35:54
3982568,44598,15,3089750.0,2020-07-02 00:10:28
5344567,83397,1,221000.0,2020-09-02 09:56:20
7150009,3019,4,1257500.0,2020-11-10 14:40:55
5110580,1107859,4,63900.0,2020-08-22 11:43:18
7253012,140957,35,944900.0,2020-11-14 08:11:48
2047767,68975,1,413500.0,2020-01-17 14:07:22
2931475,158260,2,491000.0,2020-04-06 21:17:44
6855487,1171356,16,530500.0,2020-10-30 09:57:34
5814318,1111421,4,63950.0,2020-09-22 14:10:45
5605024,51887,20,2046250.0,2020-09-14 10:08:18
4636930,256616,2,140000.0,2020-08-01 09:53:17
5757538,1133243,4,85600.0,2020-09-20 11:14:10
7148252,58620,2,44550.0,2020-11-10 13:49:21
3483585,19307,4,491000.0,2020-06-01 20:46:53
2851308,210985,5,835000.0,2020-03-29 10:12:00
4574444,20982,19,638900.0,2020-07-29 09:33:21
2040032,74486,3,61150.0,2020-01-16 20:31:13
4295666,1119220,4,613600.0,2020-07-16 17:27:54
2307691,223007,10,835500.0,2020-02-10 13:35:09
7079308,1131919,1,575000.0,2020-11-07 17:38:58
6819572,234571,15,32262000.0,2020-10-28 20:03:55
7221485,115757,6,903200.0,2020-11-13 07:03:09
4244811,1093071,5,82900.0,2020-07-14 15:50:41
5341920,48497,5,702000.0,2020-09-02 08:47:48
768809,124891,4,502500.0,2019-08-24 08:50:06
2237931,23289,6,1260500.0,2020-02-04 14:55:14
5014121,69804,2,134350.0,2020-08-18 12:21:12
6198424,1155279,5,618000.0,2020-10-06 09:57:48
916395,43365,13,707900.0,2019-09-14 14:45:58
4082367,189794,1,153500.0,2020-07-07 07:30:47
3473096,43232,6,912500.0,2020-06-01 07:14:59
5688164,1359926,1,539000.0,2020-09-17 12:16:40
1058520,118649,13,1348000.0,2019-10-05 07:39:29
2027089,192324,3,102000.0,2020-01-15 15:18:10
1754200,173490,8,358600.0,2019-12-19 08:13:58
6527817,96560,9,1366000.0,2020-10-18 09:08:20
1224044,192472,14,6470500.0,2019-10-28 08:24:33
6483188,81681,1,164000.0,2020-10-16 11:10:17
4780143,22567,8,1431600.0,2020-08-07 16:03:31
3375403,168485,14,9779000.0,2020-05-21 08:12:57
4141823,107353,6,315850.0,2020-07-09 16:21:35
552813,62337,6,734250.0,2019-07-25 12:00:17
4543867,424494,1,162500.0,2020-07-28 07:18:40
3324773,75014,17,1986500.0,2020-05-16 16:31:11
6741333,1115209,5,73600.0,2020-10-26 10:54:44
2037009,5785,12,3473300.0,2020-01-16 14:26:29
1739590,24815,14,1633450.0,2019-12-17 17:25:53
5756364,81838,6,503000.0,2020-09-20 10:11:44
4586535,1120590,4,66550.0,2020-07-29 15:48:31
4082605,84540,41,6724600.0,2020-07-07 07:42:03
1930734,16676,36,2026400.0,2020-01-06 08:00:02
3169449,48873,3,660500.0,2020-05-02 10:19:23
6610172,1112690,5,73600.0,2020-10-21 10:22:47
6252098,149480,5,2257500.0,2020-10-08 06:42:43
4927658,44052,2,183350.0,2020-08-14 10:15:46
567784,61295,6,797000.0,2019-07-27 14:30:58
